kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_impact,koi_prad,koi_steff,koi_srad,koi_slogg,koi_kepmag
"K00124.02","CONFIRMED",31.71981013,4.819,363.4,0.125,3.09,5869.00,1.6260,4.024,12.935
"K00907.04","CONFIRMED",99.6415962,4.448,952.5,0.028,2.64,5527.00,0.8660,4.488,15.223
"K00908.01","CONFIRMED",4.708326451,3.16114,7912.7,0.061,10.6,5560.00,1.2100,4.246,15.113
"K00909.01","FALSE POSITIVE",16.37198661,3.8449,4147.6,9.303,540.37,4187.00,0.5920,4.656,15.654
"K00910.01","CONFIRMED",5.392026903,2.9804,1151.4,0.314,2.68,5198.00,0.8010,4.589,15.651
"K00929.01","CONFIRMED",6.491682808,4.301,7163.3,0.535,9.66,6123.00,1.1070,4.413,15.649
"K00930.01","FALSE POSITIVE",3.044770796,10.0134,1695,1.252,24.54,5525.00,0.7530,4.603,15.621
"K00931.01","CONFIRMED",3.855603916,3.2179,16652.7,0.348,13.61,6033.00,1.0460,4.460,15.272
"K00932.01","FALSE POSITIVE",3.855599139,3.183,1030.9,0.864,3.57,5936.00,0.9650,4.501,15.054
"K00125.01","CONFIRMED",38.47876629,5.04169,23530,0.003,13.26,5510.00,0.8790,4.539,13.779
"K00915.01","FALSE POSITIVE",37.601661282,8.30604,59130.1,0.408,27.22,6140.00,1.0960,4.354,15.505
"K00916.01","CONFIRMED",3.314947362,1.8007,1398.2,0.799,3.94,5609.00,0.9440,4.481,15.142
"K00917.01","FALSE POSITIVE",6.71969089,3.0231,969.7,0.985,4.37,5931.00,0.8660,4.479,15.172
"K00918.01","CONFIRMED",39.6431552,6.5292,15663.8,0.062,10.98,5231.00,0.9000,4.455,15.011
"K00919.01","FALSE POSITIVE",51.42598578,16.9422,66067.7,0.203,29.66,6257.00,1.1470,4.410,15.631
"K00920.01","CONFIRMED",21.80451611,3.4097,1144.9,0.751,2.6,5481.00,0.7080,4.629,15.067
"K00921.01","CONFIRMED",10.28194593,3.4366,1110.7,0.168,2.53,5196.00,0.7750,4.593,15.532
"K00921.02","CONFIRMED",18.11993039,4.2309,1506.9,0.206,2.95,5196.00,0.7750,4.593,15.532
"K00921.03","CONFIRMED",3.78402867,1.9012,426.1,0.691,1.7,5196.00,0.7750,4.593,15.532
"K00922.01","CONFIRMED",5.15448142,3.228,697.5,0.933,2.94,5431.00,0.8840,4.457,15.365
"K00126.01","FALSE POSITIVE",33.80364366,11.4813,13494.4,0.023,20.7,5855.00,1.7960,3.999,13.109
"K00923.01","CONFIRMED",5.743469797,3.4412,1240.2,0.001,3.13,5897.00,0.8910,4.531,15.543
"K00925.01","FALSE POSITIVE",19.974485239,4.23479,40293.1,0.886,26.56,6108.00,0.9970,4.471,15.217
"K00926.01","CONFIRMED",3.166353562,3.3129,1473.4,0.032,3.82,6007.00,0.9980,4.470,15.603
"K00927.01","FALSE POSITIVE",23.899634407,3.81881,20953.1,1.245,44.04,6192.00,0.9240,4.503,15.453
"K00939.01","CONFIRMED",3.388012244,2.6849,280.1,0.433,2.11,5553.00,1.2500,4.221,15.065
"K00939.02","CONFIRMED",5.83909761,3.1915,273.6,0.341,2.06,5553.00,1.2500,4.221,15.065
"K00939.03","CONFIRMED",1.620467654,2.1888,159.6,0.271,1.57,5553.00,1.2500,4.221,15.065
"K00939.04","CONFIRMED",10.6816951,3.605,307.8,0.646,2.3,5553.00,1.2500,4.221,15.065
"K00940.01","CONFIRMED",6.104849417,4.6912,2090.3,0.041,3.18,5085.00,0.7120,4.584,15.017
"K00127.01","CONFIRMED",3.578780566,2.91089,11382.2,0.079,10.43,5524.00,0.9940,4.421,13.938
"K00933.01","FALSE POSITIVE",3.187067566,3.119,1037.4,1.234,23.88,5450.00,0.8110,4.552,15.653
"K00934.01","CONFIRMED",5.826657508,2.9183,1539.1,0.033,4.09,5561.00,1.0600,4.362,15.843
"K00934.02","CONFIRMED",12.41216347,3.739,611.3,0.021,2.58,5561.00,1.0600,4.362,15.843
"K00934.03","CONFIRMED",18.74649011,3.895,796.8,0.508,3.05,5561.00,1.0600,4.362,15.843
"K00935.01","CONFIRMED",20.86021229,5.1937,1910.5,0.066,5.5,6035.00,1.2570,4.220,15.237
"K00935.02","CONFIRMED",42.63427848,6.1998,1719.3,0.142,5.22,6035.00,1.2570,4.220,15.237
"K00935.03","CONFIRMED",87.6476068,8.871,1009.6,0.147,4,6035.00,1.2570,4.220,15.237
"K00936.01","CONFIRMED",9.467821474,2.4327,2237,0.081,2.13,3582.00,0.4580,4.807,15.073
"K00936.02","CONFIRMED",0.893040969,1.0981,741.7,0.009,1.24,3582.00,0.4580,4.807,15.073
"K00128.01","CONFIRMED",4.942783419,3.25346,11144.7,0.566,10.62,5514.00,0.9780,4.459,13.758
"K00937.01","CONFIRMED",20.83426731,4.0454,988.4,0.256,2.74,5537.00,0.8800,4.549,15.412
"K00938.01","CONFIRMED",9.94602357,3.3862,994.5,0.035,3.12,5344.00,1.0130,4.365,15.596
"K00938.02","CONFIRMED",1.04562195,1.8955,213,0.037,1.45,5344.00,1.0130,4.365,15.596
"K00938.03","CONFIRMED",5.71462396,2.336,297.8,0.503,1.78,5344.00,1.0130,4.365,15.596
"K00145.01","FALSE POSITIVE",102.9641952,15.735,1896.7,0.922,39,5047.00,7.1190,3.066,13.608
"K01102.02","CONFIRMED",8.14515981,5.073,446.8,0.965,3.43,5896.00,1.2400,4.197,14.925
"K01102.03","CONFIRMED",18.9985279,4.529,430.7,1.3,43.17,5896.00,1.2400,4.197,14.925
"K01102.04","CONFIRMED",4.24439049,3.282,174,0.949,2.07,5896.00,1.2400,4.197,14.925
"K00150.02","CONFIRMED",28.5742692,4.9427,824.9,0.068,2.32,5551.00,0.8120,4.508,13.771
"K01170.01","CONFIRMED",7.34373964,1.1784,574.4,0.185,1.84,5757.00,0.7620,4.597,14.657
"K01171.01","FALSE POSITIVE",0.445277068,3.539,186.7,1.2962,35.74,6167.00,1.0640,4.444,15.343
"K00966.01","FALSE POSITIVE",0.379463865,0.86896,1973.3,1.246,59.56,5075.00,1.7830,3.892,13.787
"K00967.01","FALSE POSITIVE",9.88047978,2.78458,18541,1.02,23.6,6113.00,0.9170,4.512,15.212
"K00968.01","FALSE POSITIVE",4.6484156,38.1939,128.4,0.968,5.06,6980.00,3.4820,3.577,10.963
"K00969.01","FALSE POSITIVE",17.512014768,1.8248,4511.7,0.994,13.66,6224.00,1.1320,4.330,12.336
"K01044.01","FALSE POSITIVE",0.525154153,2.1441,747.5,1.226,23.61,5582.00,0.8460,4.497,15.058
"K01045.01","FALSE POSITIVE",1.303861044,4.0541,598.2,1.258,27.85,5758.00,0.9020,4.475,13.555
"K01047.01","FALSE POSITIVE",2.55549176,9.083,113.8,1.228,23.35,5948.00,0.9010,4.508,14.554
"K00014.01","FALSE POSITIVE",2.947376671,2.0911,433.2,2.641,403.59,8090.00,2.2340,4.002,10.470
"K00139.01","CONFIRMED",224.7789355,11.1899,3487.5,0.652,7.67,5873.00,1.2350,4.293,13.492
"K01104.01","FALSE POSITIVE",0.890110752,0.8774,321.5,0.216,1.25,4768.00,0.7110,4.628,15.723
"K01105.01","FALSE POSITIVE",5.76573396,2.924,248,0.708,7.47,5772.00,4.4340,3.364,14.313
"K01106.01","CONFIRMED",7.42608123,3.6379,443.3,0.097,2.47,6049.00,1.1760,4.353,14.818
"K01106.02","CONFIRMED",15.9868932,4.158,178.5,0.533,1.62,6049.00,1.1760,4.353,14.818
"K01107.01","FALSE POSITIVE",0.73094589,4.32,250.2,1.169,17.12,5901.00,0.8480,4.553,15.401
"K01108.01","CONFIRMED",18.92537246,3.9835,640.9,0.806,13.92,4941.00,4.8850,3.317,14.604
"K01172.01","FALSE POSITIVE",0.933749106,4.256,186.2,0.736,3.22,6215.00,2.1880,3.849,13.079
"K01173.01","FALSE POSITIVE",2.037440623,3.442,118.6,0.715,1.19,6253.00,1.0150,4.415,14.187
"K01175.01","CONFIRMED",31.5925809,13.566,145.1,0.283,1.78,5676.00,1.4870,4.100,13.290
"K01175.02","CONFIRMED",17.157236,11.284,110.4,0.238,1.55,5676.00,1.4870,4.100,13.290
"K01176.01","CONFIRMED",1.97376085,1.82542,30222.4,0.337,8.78,3807.00,0.5030,4.762,15.715
"K00972.01","CONFIRMED",13.118962443,4.3045,372.2,0.042,8.25,7221.00,4.2400,3.488,9.275
"K00133.01","FALSE POSITIVE",4.618767792,5.9957,4399.1,0.766,7.48,6013.00,1.0330,4.381,13.652
"K00975.01","CONFIRMED",2.785821236,3.5599,68.9,0.893,1.69,6202.00,1.7330,4.026,8.224
"K00976.01","FALSE POSITIVE",52.56901867,6.7507,26900,1.197,78.54,7240.00,1.7170,4.178,9.729
"K01048.01","FALSE POSITIVE",3.411758679,3.158,570.6,1.213,14.71,3995.00,0.5610,4.710,15.258
"K01049.01","FALSE POSITIVE",0.525426427,1.0801,324.6,0.113,1.45,5791.00,0.8020,4.575,14.797
"K01050.01","CONFIRMED",1.269091415,1.4647,340.9,0.412,1.41,5041.00,0.7660,4.576,13.999
"K01050.02","CONFIRMED",2.853133997,1.465,277.1,0.698,1.36,5041.00,0.7660,4.576,13.999
"K01051.01","CONFIRMED",6.79685353,3.1702,393.1,0.62,2.01,6061.00,0.9700,4.486,15.391
"K00146.01","FALSE POSITIVE",8.667822346,4.9658,2121.9,1.276,67.37,6266.00,1.8890,3.923,13.030
"K01108.02","CONFIRMED",1.475323222,2.3155,154.9,0.136,5.88,4941.00,4.8850,3.317,14.604
"K01108.03","CONFIRMED",4.15246118,2.5755,223.4,0.639,7.62,4941.00,4.8850,3.317,14.604
"K01110.01","CONFIRMED",8.7348852,4.49,270.7,0.314,1.59,5982.00,0.9600,4.493,14.794
"K01111.01","FALSE POSITIVE",10.26547688,3.733,399.6,0.69,1.81,5699.00,0.8530,4.553,15.212
"K01177.01","FALSE POSITIVE",3.305577989,2.5903,17971,1.145,25.89,5534.00,0.7070,4.629,15.537
"K01178.01","FALSE POSITIVE",4.800653901,9.0419,15304.4,0.785,16.91,6715.00,1.2410,4.347,13.320
"K01179.01","FALSE POSITIVE",15.06649901,5.9885,36348,1.018,56.44,5751.00,1.6260,4.028,13.855
"K01180.01","FALSE POSITIVE",34.82008158,11.1711,18847.8,0.663,11.36,5114.00,0.7840,4.522,15.187
"K01181.01","FALSE POSITIVE",0.651784374,2.0141,2779.3,1.224,33.65,5555.00,1.0610,4.375,14.997
"K00977.01","FALSE POSITIVE",1.353771892,7.012,1349.1,1.203,430.99,4283.00,15.7600,2.012,10.523
"K00978.01","FALSE POSITIVE",18.95491633,24.249,867.5,1.228,71.39,6362.00,2.5340,3.761,10.988
"K00979.01","FALSE POSITIVE",4.348866254,3.2797,625.6,1.187,2436.69,3598.00,101.4510,0.650,10.680
"K00980.01","FALSE POSITIVE",47.93094546,2.6897,2144.4,1.272,68.02,8214.00,1.9380,4.104,10.376
"K00981.01","FALSE POSITIVE",3.99751422,3.686,32.8,0.0303,2.98,5066.00,5.3240,3.122,10.733
"K00982.01","FALSE POSITIVE",1.592633181,5.5605,633.1,0.003,1.56,4506.00,0.6510,4.626,15.470
"K00134.01","CONFIRMED",67.5923754,12.249,4158.1,0.728,12.1,6038.00,1.7440,4.082,13.675
"K01052.01","CONFIRMED",17.02902786,4.645,568.9,0.202,2.54,5839.00,1.0670,4.327,15.381
"K01052.02","CONFIRMED",6.84619236,3.529,246.8,0.077,1.67,5839.00,1.0670,4.327,15.381
"K01052.03","CONFIRMED",67.8321638,7.358,507.8,0.027,2.39,5839.00,1.0670,4.327,15.381
"K01052.04","CONFIRMED",43.1312147,3.198,447.8,0.67,2.39,5839.00,1.0670,4.327,15.381
"K01053.01","CONFIRMED",1.224866441,1.7086,196,0.286,1.54,5553.00,1.1070,4.320,15.376
"K01112.01","CONFIRMED",37.8102649,8.733,570.3,0.061,2.33,6085.00,0.9730,4.451,14.633
"K01113.01","CONFIRMED",25.93406406,4.6142,414.5,0.014,2.48,5952.00,1.2250,4.287,13.703
"K01113.02","CONFIRMED",83.4463485,6.536,503,0.058,2.73,5952.00,1.2250,4.287,13.703
"K01114.01","FALSE POSITIVE",7.04710032,2.926,400.9,1.195,25.2,5766.00,1.0680,4.363,14.928
"K01115.01","CONFIRMED",12.99204853,6.0175,270.6,0.091,2.03,5765.00,1.2420,4.236,13.974
"K01182.01","FALSE POSITIVE",11.11620211,4.211,4843.9,0.937,8.96,6122.00,0.9960,4.471,15.380
"K01183.01","FALSE POSITIVE",1.922861499,3.5734,1916.2,0.943,5.09,5778.00,0.9110,4.531,14.942
"K01184.01","FALSE POSITIVE",0.635445336,1.8592,2547.4,1.253,19,3920.00,0.5500,4.700,15.432
"K01185.01","FALSE POSITIVE",1.665784138,1.8946,2006.2,1.27,97.27,6261.00,2.7890,3.686,11.840
"K01186.01","FALSE POSITIVE",55.6639167,23.546,3414.4,1.298,34.14,5587.00,0.8530,4.528,15.593
"K00152.01","CONFIRMED",52.09081627,8.6388,2894.1,0.065,7.14,6198.00,1.3240,4.237,13.914
"K00983.01","FALSE POSITIVE",7.1548608,7.694,780.4,0.9848,7.41,7443.00,1.7390,4.166,12.616
"K00984.01","CONFIRMED",4.28746668,1.5693,790.1,0.374,2.29,5296.00,0.8150,4.576,11.631
"K00985.01","FALSE POSITIVE",2.002779769,2.231,260.5,0.242,1.42,5346.00,0.8920,4.440,14.606
"K00986.01","CONFIRMED",8.18739443,3.0472,517.6,0.377,1.92,5251.00,0.8490,4.494,14.138
"K00986.02","CONFIRMED",76.0498163,7.158,445.9,0.015,1.75,5251.00,0.8490,4.494,14.138
"K00139.02","CONFIRMED",3.341799486,2.9254,178.2,0.426,1.67,5873.00,1.2350,4.293,13.492
"K01054.01","FALSE POSITIVE",3.3226948,3.568,78.7,0.4722,15.33,5234.00,16.9590,2.410,11.899
"K01055.01","FALSE POSITIVE",36.97708808,4.737,1269.9,1.246,38.6,5589.00,1.2390,4.193,13.698
"K01056.01","FALSE POSITIVE",1.851409163,10.232,232.5,1.1117,20.42,7117.00,1.4690,4.176,13.473
"K01057.01","FALSE POSITIVE",1.303859704,2.8239,36.7,0.674,0.98,6802.00,1.5210,4.103,11.558
"K00147.01","FALSE POSITIVE",145.5624926,5.4126,2931.6,1.274,40.15,6148.00,1.0950,4.346,13.884
"K01116.01","CONFIRMED",3.749105745,1.9826,182.6,0.942,1.68,5751.00,0.9830,4.447,13.333
"K01117.01","CONFIRMED",11.08956602,6.2877,148.1,0.02,3.51,6353.00,2.8670,3.698,12.808
"K01119.01","FALSE POSITIVE",7.24476126,2.3145,58,0.04,0.65,5370.00,0.8740,4.494,11.157
"K01194.01","CONFIRMED",8.70798309,2.4904,1419.6,0.063,2.01,4362.00,0.5540,4.722,15.842
"K01194.03","CONFIRMED",4.17634276,2.335,531.5,0.142,1.23,4362.00,0.5540,4.722,15.842
"K00152.02","CONFIRMED",27.40229859,6.8491,747.5,0.022,3.63,6198.00,1.3240,4.237,13.914
"K00987.01","CONFIRMED",3.179267286,1.0246,200.9,0.171,1.21,5511.00,0.8570,4.554,12.550
"K00988.01","CONFIRMED",10.38122447,2.715,801.5,0.319,2.18,5095.00,0.7800,4.566,13.562
"K00988.02","CONFIRMED",24.5709023,3.587,764.2,0.945,2.82,5095.00,0.7800,4.566,13.562
"K00989.01","FALSE POSITIVE",81.221876,4.1135,9883,1.01,16.59,5619.00,0.8740,4.536,15.488
"K00989.02","FALSE POSITIVE",0.817026268,2.0799,1145.5,0.01,2.92,5619.00,0.8740,4.536,15.488
"K00135.01","CONFIRMED",3.024092505,2.8021,7765,0.424,12.14,6063.00,1.3580,4.261,13.958
"K01058.01","FALSE POSITIVE",5.670155713,0.9361,536.7,1.267,5.85,3337.00,0.1830,5.126,13.783
"K01059.01","CONFIRMED",1.022678654,1.3712,129.2,0.019,1.14,5366.00,1.0200,4.363,14.803
"K01060.01","CONFIRMED",12.10968709,6.3461,284.7,0.924,2.98,6021.00,1.4580,4.093,14.348
"K01060.02","CONFIRMED",4.75796103,4.66,124.5,0.621,1.7,6021.00,1.4580,4.093,14.348
"K01060.03","CONFIRMED",20.4972755,8.536,242.9,0.966,2.96,6021.00,1.4580,4.093,14.348
"K01119.02","FALSE POSITIVE",13.55480534,2.288,48.3,0.497,0.62,5370.00,0.8740,4.494,11.157
"K01120.01","FALSE POSITIVE",29.74454668,23.2842,66894,0.337,20.06,4889.00,0.7880,4.569,11.753
"K01121.01","FALSE POSITIVE",14.15402428,4.47001,61625.1,1.1,53.25,5850.00,1.0370,4.404,12.932
"K01122.01","FALSE POSITIVE",0.844786082,3.5289,2468.5,1.297,35.27,5705.00,0.9150,4.452,15.363
"K01123.01","FALSE POSITIVE",0.848483947,1.4451,1907.4,1.264,32.11,5941.00,0.9360,4.504,15.323
"K01124.01","FALSE POSITIVE",11.99097576,5.7401,2124.3,1.269,37.47,6110.00,1.0720,4.352,14.977
"K01199.01","CONFIRMED",53.5292702,5.668,1086.1,0.346,2.28,4736.00,0.7080,4.624,14.887
"K01200.01","FALSE POSITIVE",0.393726813,2.95,564.6,1.1898,24.17,6277.00,1.0310,4.449,15.025
"K01201.01","CONFIRMED",2.757584622,0.9267,563.1,0.093,1.01,3683.00,0.4240,4.840,15.597
"K01202.01","CONFIRMED",0.928310036,1.1899,376.2,0.181,1.16,4109.00,0.6020,4.672,15.854
"K00152.03","CONFIRMED",13.48457668,5.0197,653.5,0.011,3.39,6198.00,1.3240,4.237,13.914
"K01203.01","CONFIRMED",31.8841473,6.122,910,0.938,3.7,5779.00,0.9740,4.477,15.368
"K00990.01","FALSE POSITIVE",67.69213907,51.349,25457.2,0.5581,175.98,5355.00,10.7030,2.754,10.700
"K00991.01","CONFIRMED",12.06222962,2.0584,300.2,0.392,1.62,5547.00,0.9330,4.451,13.581
"K00992.01","CONFIRMED",9.93146307,5.678,398.6,0.037,2.41,5782.00,1.2200,4.280,15.214
"K00993.01","CONFIRMED",21.85362905,3.439,355.6,0.676,1.75,5830.00,0.8760,4.540,14.246
"K01060.04","CONFIRMED",8.19345065,5.234,115.4,0.815,1.74,6021.00,1.4580,4.093,14.348
"K00140.01","FALSE POSITIVE",19.97867,10.168,944.3,0.923,6.85,9651.00,1.8950,4.229,13.849
"K01061.01","CONFIRMED",41.8059544,6.057,434.4,0.029,2.02,5907.00,0.9730,4.445,14.502
"K01062.01","FALSE POSITIVE",15.45158184,2.406,85.3,0.636,2.02,7839.00,2.0690,4.080,11.798
"K01063.01","FALSE POSITIVE",89.698168533,5.5418,273106,0.684,102.08,6214.00,1.5830,4.021,13.624
"K01064.01","FALSE POSITIVE",1.187352427,4.999,20703,1.222,67.35,6424.00,1.4890,4.186,13.623
"K00015.01","FALSE POSITIVE",3.012476582,3.1424,1138.5,1.261,65.25,8601.00,2.0310,4.137,12.403
"K00148.01","CONFIRMED",4.77800306,2.7361,473,0.02,1.85,5192.00,0.8730,4.489,13.040
"K01125.01","FALSE POSITIVE",7.814839231,3.0122,2010.3,0.945,5.33,5887.00,0.9310,4.499,15.452
"K01126.01","FALSE POSITIVE",29.7452499,22.695,778.9,0.941,3.6,5334.00,1.0040,4.372,15.259
"K01127.01","CONFIRMED",5.32667299,3.4045,611.4,0.043,2.26,5831.00,0.9210,4.517,15.808
"K01187.01","FALSE POSITIVE",0.741057213,1.05299,1996.3,1.26,26.67,5496.00,0.7760,4.592,14.489
"K01188.01","FALSE POSITIVE",2.988085455,3.68,802.8,1.216,21.81,5497.00,0.8090,4.577,15.381
"K01189.01","FALSE POSITIVE",2.783883492,2.4546,903.9,1.255,67.17,6028.00,2.1470,3.835,14.216
"K01190.01","FALSE POSITIVE",0.393727296,3.02,903.5,1.228,23.05,5628.00,0.8080,4.575,15.856
"K01191.01","CONFIRMED",8.17242644,3.902,864.3,0.926,3.29,5705.00,0.9050,4.499,15.240
"K00993.02","CONFIRMED",13.0607936,3.215,236.6,0.718,1.45,5830.00,0.8760,4.540,14.246
"K00995.01","FALSE POSITIVE",25.9518461,14.581,1058.5,1.22,22.32,5372.00,0.7960,4.584,14.576
"K00996.01","FALSE POSITIVE",25.9518536,14.755,2017.9,1.25,24.6,5198.00,0.7420,4.604,15.342
"K00997.01","FALSE POSITIVE",5.68628739,17.573,5559.7,0.8548,4.5,6052.00,0.9560,4.442,14.378
"K00136.01","FALSE POSITIVE",15.663886949,2.4775,5144.4,0.985,27.36,5996.00,2.2210,3.901,13.439
"K01065.01","FALSE POSITIVE",4.020628573,4.4085,20901,0.827,16.94,6210.00,1.0330,4.450,15.472
"K01067.01","FALSE POSITIVE",185.02288222,4.87326,43546.7,1.004,49.82,6025.00,1.3670,4.237,14.685
"K01068.01","FALSE POSITIVE",2.897432135,3.1793,1223.7,0.967,14.35,5970.00,2.9940,3.619,15.036
"K01069.01","CONFIRMED",8.70420525,2.9385,1074.9,0.5,2.86,5074.00,0.8630,4.474,15.070
"K01127.02","CONFIRMED",8.1280933,3.727,224.1,0.357,1.39,5831.00,0.9210,4.517,15.808
"K01128.01","CONFIRMED",0.974868896,1.6191,197.6,0.12,1.16,5487.00,0.8320,4.563,13.507
"K01129.01","CONFIRMED",4.89721006,1.812,274.4,0.66,1.48,5093.00,0.8470,4.483,15.456
"K01130.01","FALSE POSITIVE",2.757794163,2.7644,39043,0.8,20.05,5747.00,0.8910,4.514,15.235
"K01132.01","FALSE POSITIVE",1.914158508,3.2917,7829.2,0.942,13.63,6289.00,1.1180,4.407,14.446
"K01196.01","FALSE POSITIVE",3.98216698,2.396,381.3,0.775,3.32,5570.00,1.5480,4.066,15.035
"K01197.01","FALSE POSITIVE",0.643794198,1.5662,456.7,1.193,19.51,5958.00,0.8300,4.561,15.103
"K01198.01","CONFIRMED",16.08832318,5.731,597.8,0.648,3.42,6157.00,1.3300,4.224,15.319
"K01198.02","CONFIRMED",10.30067919,4.885,271.8,0.004,2.2,6157.00,1.3300,4.224,15.319
"K01198.03","CONFIRMED",35.6757453,7.381,471.2,0.61,3.02,6157.00,1.3300,4.224,15.319
"K00998.01","FALSE POSITIVE",161.78832712,5.31,87750,0.267,36.14,6018.00,1.2120,4.327,15.661
"K00999.01","CONFIRMED",16.56806842,4.2647,1331.4,0.164,2.54,4987.00,0.7160,4.602,15.391
"K00999.02","CONFIRMED",47.3329299,2.708,931.5,0.43,2.18,4987.00,0.7160,4.602,15.391
"K01000.01","FALSE POSITIVE",0.856895349,1.3078,82.2,0.554,0.82,6021.00,0.8730,4.537,13.098
"K01001.01","CONFIRMED",40.8065333,13.135,313.9,0.016,3.71,6207.00,2.0970,3.963,13.038
"K01069.02","CONFIRMED",2.46697039,1.6345,308.7,0.574,1.56,5074.00,0.8630,4.474,15.070
"K01070.01","CONFIRMED",6.61836309,3.6813,549.1,0.043,2.98,5529.00,1.2940,4.190,15.590
"K01070.02","CONFIRMED",107.7214092,8.042,1396.2,0.003,4.75,5529.00,1.2940,4.190,15.590
"K01133.01","FALSE POSITIVE",5.251916208,4.9095,10624.3,1.256,37.15,5542.00,0.8720,4.520,15.756
"K00148.02","CONFIRMED",9.673958488,3.2641,952.7,0.194,2.63,5192.00,0.8730,4.489,13.040
"K01134.01","FALSE POSITIVE",100.3039228,8.702,5450,1.256,29.55,5055.00,0.7720,4.566,15.783
"K01135.01","FALSE POSITIVE",0.986620248,3.9722,1345.8,1.252,43.98,6243.00,1.3850,4.176,15.022
"K01203.02","CONFIRMED",14.12847677,3.685,628.7,0.811,2.73,5779.00,0.9740,4.477,15.368
"K01203.03","CONFIRMED",48.6478543,5.464,641.8,0.988,4.14,5779.00,0.9740,4.477,15.368
"K01204.01","CONFIRMED",8.39842977,6.344,340.1,0.573,2,6309.00,1.0440,4.441,15.291
"K01205.01","CONFIRMED",8.63847391,5.4566,395.9,0.049,5.99,5684.00,3.0460,3.657,14.507
"K01001.02","CONFIRMED",140.10765,18.503,266.8,0.019,3.42,6207.00,2.0970,3.963,13.038
"K01002.01","CONFIRMED",3.4815917,1.8069,135.2,0.076,1.17,5405.00,1.0220,4.374,13.615
"K01003.01","FALSE POSITIVE",8.360616221,7.5385,28066.3,0.21,40.35,5463.00,2.4450,3.790,16.209
"K01004.01","FALSE POSITIVE",1.838514968,2.7391,2721.7,0.045,4.86,5751.00,0.9400,4.508,15.373
"K01005.01","CONFIRMED",35.61760233,8.4559,4634.9,0.009,5.17,5123.00,0.7790,4.523,15.703
"K01071.01","FALSE POSITIVE",1.09206833,1.8596,219.2,0.469,1.29,5639.00,0.8590,4.551,14.495
"K01072.01","CONFIRMED",10.12805158,3.517,477.4,0.753,1.95,5676.00,0.8200,4.548,14.743
"K01073.01","FALSE POSITIVE",1.613001111,2.394,104.1,0.448,1.25,5580.00,1.2050,4.223,13.945
"K01074.01","CONFIRMED",3.770551475,3.8077,12440,0.053,12.05,6322.00,1.0750,4.426,15.439
"K01075.01","FALSE POSITIVE",1.343767797,1.9405,4702.6,0.891,18.66,6324.00,2.3120,3.800,13.056
"K01076.01","FALSE POSITIVE",29.12436474,3.4209,6496,1.181,15.25,4457.00,0.4810,4.767,15.187
"K01138.01","FALSE POSITIVE",31.82814583,2.917,4456.8,1.276,35.8,5908.00,0.9200,4.507,15.582
"K01139.01","FALSE POSITIVE",3.629442796,5.63,426.6,0.97,3.28,6506.00,1.2170,4.336,13.055
"K01140.01","FALSE POSITIVE",0.553261874,0.8875,1038.1,1.246,97.36,5679.00,3.1420,3.565,13.501
"K01141.01","CONFIRMED",5.72812616,2.0295,643.4,0.22,1.38,3968.00,0.5480,4.714,15.950
"K01142.01","CONFIRMED",3.75574267,2.2911,417.4,0.127,1.58,5311.00,0.7880,4.588,15.764
"K01143.01","FALSE POSITIVE",7.44042933,2.991,547.3,0.968,2.74,5815.00,0.8770,4.540,15.240
"K00941.01","CONFIRMED",6.581477136,3.0896,2318.9,0.137,4.56,5188.00,0.9730,4.400,15.471
"K00129.01","CONFIRMED",24.669192732,7.03515,7382.3,0.073,77.76,5313.00,9.3270,2.936,13.224
"K00941.02","CONFIRMED",2.382652873,1.8888,705.4,0.682,2.74,5188.00,0.9730,4.400,15.471
"K00941.03","CONFIRMED",24.66461416,2.8579,2398.8,0.8,5.34,5188.00,0.9730,4.400,15.471
"K00942.01","CONFIRMED",11.51517167,2.006,1357.4,0.311,2.9,5177.00,0.7980,4.590,15.386
"K00137.01","CONFIRMED",7.641567589,3.41018,2269.7,0.027,4.91,5356.00,1.0550,4.338,13.549
"K01006.01","FALSE POSITIVE",30.6113932,3.576,3472,1.264,19.68,3900.00,0.5340,4.727,15.970
"K01007.01","CONFIRMED",7.40742502,3.675,442,0.03,2.01,5922.00,0.9610,4.474,15.242
"K01008.01","FALSE POSITIVE",569.934135,4.1904,18904,0.919,38.98,5367.00,2.0570,3.783,14.645
"K01009.01","FALSE POSITIVE",5.09246539,3.659,254,0.161,1.17,5037.00,0.7510,4.547,15.162
"K01077.01","FALSE POSITIVE",1.103971357,0.926,317.9,0.52,1.37,5409.00,0.7460,4.609,15.732
"K00142.01","CONFIRMED",10.916108342,3.6496,1479,0.7699,3.93,5575.00,0.9320,4.521,13.113
"K01078.01","CONFIRMED",3.353732008,1.4598,1264.7,0.051,1.65,3789.00,0.4600,4.781,15.438
"K01078.02","CONFIRMED",6.877446033,1.3692,1632.3,0.79,2.05,3789.00,0.4600,4.781,15.438
"K01078.03","CONFIRMED",28.46464804,2.6657,1629.8,0.035,1.87,3789.00,0.4600,4.781,15.438
"K01079.01","FALSE POSITIVE",0.293630085,2.3857,2017.7,1.2329,26.35,5665.00,0.8430,4.554,15.822
"K00148.03","CONFIRMED",42.89645024,5.6897,555.3,0.007,2,5192.00,0.8730,4.489,13.040
